MASTER_AI_ID,FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,REGULATORY_PROGRAM,CLOSURE_TYPE,CONTROL_TYPE,IC_ID,INSTRUMENT_ID,DATE_IC_RECORDED,CONTROL_METHOD,AFFECTED_MEDIA,CONSTITUENTS_OF_CONCERN,RESTRICTION_COVERAGE,Terminated_Date,IC_VFC_ID,VFC_URL
20300,8837,Former Oil Equipment and Supply,3120 W Morris St,Indianapolis,Marion County,UST,LUST NFA - 5/18/17,Environmental Restrictive Covenant,2143,,19-Apr-17,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,80450075,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80450075
20301,4170201,"Century Oil Company, Inc",1901 S Meridian St,Indianapolis,Marion County,Brownfields,Contaminated Aquifer 10/10/17,Environmental Restrictive Covenant,2144,,20-Jun-18,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,82569335,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82569335
20301,4170201,"Century Oil Company, Inc",1901 S Meridian St,Indianapolis,Marion County,Brownfields,Contaminated Aquifer 10/10/17,Environmental Restrictive Covenant,2145,,,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,82569335,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82569335
20326,16683,CVS Pharmacy 6557,5502 W 38th St,Indianapolis,Marion County,UST,No Further Action,Memorandum of Agreement,2146,,20-Nov-18,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,Petroleum,Entire Property,,82667481,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82667481
20353,15160,Shuchman Metals Divison,829 Langsdale Ave,Indianapolis,Marion County,LUST,NFA,Environmental Restrictive Covenant,2148,,24-Aug-22,Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Subsurface Soil,Inorganic Non-Metallic; Metals; PAH - Polynuclear Aromatic Hydrocarbons; SVOCs - Semi Volatile Organic Compounds; TPH - Total Petroleum Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83361847,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83361847
20366,407,Pappas Cleaners,5050 E 38TH ST,Indianapolis,Marion County,State Cleanup,NFA,Environmental Restrictive Covenant,2150,,13-Apr-23,Ground Water Use Restriction; Other Restriction (Specify); Residential Use Restriction,Ground Water; Soil Gas (Vapor),VOCs - Volatile Organic Compounds,Entire Property,,83459299,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83459299
20412,804,IU Foundation,1200 Waterway Blvd,Indianapolis,Marion County,State Cleanup,NFA,Environmental Restrictive Covenant,2153,,11-Jul-22,Agricultural or Food Crop; Ground Water Use Restriction; Soil Handling and Disposal; Vapor Mitigation Contingency,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,83358781,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83358781
20416,10154,Circle K 44,6743 E Washington St,Indianapolis,Marion County,UST,NFA 11/16/21,Environmental Restrictive Covenant,2154,,16-Aug-21,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,83228339,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83228339
20455,4150607,Marathon 605,7200 E Melton Rd,Gary,Lake County,Brownfields,BF NFA 12/12/2017,Environmental Restrictive Covenant,2155,,13-Feb-18,Ground Water Use Restriction,Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property,,80627174,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80627174
20488,4150705,Miller Auto Care,434 S Rangeline Rd,Carmel,Hamilton County,Brownfields,Site Letter 4/28/2022,Environmental Restrictive Covenant,2158,,15-Aug-22,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,83361987,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83361987
20506,4181212,Indianapolis Public School Building & Grounds,1129 E 16th St,Indianapolis,Marion County,Brownfields,Comfort Letter 4/8/20,Environmental Restrictive Covenant,2160,,16-Aug-21,Other Restriction (Specify),Soil Gas (Vapor),Chlorinated Compounds,Entire Property,,83216875,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83216875
20506,4181212,IPS Building & Grounds,1129 E 16th St,Indianapolis,Marion County,Brownfields,Comfort Letter 4/8/20,Environmental Restrictive Covenant,2160,,16-Aug-21,Other Restriction (Specify),Soil Gas (Vapor),Chlorinated Compounds,Entire Property,,83216875,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83216875
20515,6151001,Lake Station Water & Sewer,3699 Fairview Ave,Lake Station,Lake County,VRP,COC,Environmental Restrictive Covenant,2161,,25-Apr-22,Soil or Vegetative Cap; Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; PCB - Polychlorinated Byphenols; SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,83314670,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83314670
20525,3623,Indy Shop,1731 E 52nd St,Indianapolis,Marion County,LUST,UST NFA 3/12/2020,Environmental Restrictive Covenant,2162,,17-Jan-20,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,82900112; 82900122,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82900112; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82900122
20614,5577,Carmel Valero,1701 E 116TH ST,Carmel,Hamilton County,UST,NFA 03/03/2017,Environmental Restrictive Covenant,2163,,10-Jan-17,Other (Specify); Ground Water Use Restriction,Ground Water; Subsurface Soil,SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,80410638; 804110638,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80410638; https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=804110638
20625,5260,Shell,620 N Meridian St,Portland,Jay County,UST,No Further Action,Environmental Restrictive Covenant,2164,,02-May-19,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Petroleum,Entire Property,,82772649,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82772649
20661,201101506,Paradise Truck Plaza 115,486 S CR 50 E,Rochester,Fulton County,LUST,No Further Action,Environmental Restrictive Covenant,2166,,10-Apr-19,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor),Petroleum,Entire Property,,82760605,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82760605
20674,16556,MUNSTER PUBLIC WORKS,508 FISHER ST,Munster,Lake County,UST,LUST NFA 3/6/2019,Environmental Restrictive Covenant,2167,,24-Jan-19,Paved or Concrete Cap; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property; Portion of Property,,82702355,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82702355
20676,1420,Dyer Vault Company Incorporated,1750 Sheffield Ave,Dyer,Lake County,LUST,NFA,Environmental Restrictive Covenant,2168,,14-Jul-21,Engineering Control OM&M; Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83224188,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83224188
20706,4230614,Atkins 66,3701 Lincoln Blvd,Marion,Grant County,Brownfields,BF 4230614,Environmental Restrictive Covenant,6114,,22-May-24,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Surface Soil,Petroleum,Entire Property; Portion of Property,,83646991,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83646991
20706,4230614,BCI Properties LLC,3701 Lincoln Blvd,Marion,Grant County,Brownfields,BF 4230614,Environmental Restrictive Covenant,6114,,22-May-24,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Surface Soil,Petroleum,Entire Property; Portion of Property,,83646991,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83646991
20707,4529,Bloomfield Service Station,209 S Washington St,Bloomfield,Greene County,UST,NFA 7/2/21,Environmental Restrictive Covenant,2171,,10-Jun-21,Engineering Control OM&M; Ground Water Use Restriction,Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83167694,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83167694
20707,4529,Former Bloomfield Service Station,209 S Washington St,Bloomfield,Greene County,UST,NFA 7/2/21,Environmental Restrictive Covenant,2171,,10-Jun-21,Engineering Control OM&M; Ground Water Use Restriction,Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83167694,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83167694
20742,4160206,1896 Clark Service Station,3002 E Washington St,Indianapolis,Marion County,Brownfields,BF Comfort Letter 9/16/16,Environmental Restrictive Covenant,2173,,25-Oct-16,Maintain Vapor Mitigation System; Ground Water Use Restriction,Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property; Portion of Property,,80381369,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80381369
20788,4160113,Banquet Dairy Products,1102 E Washington St,Indianapolis,Marion County,Brownfields,BFD Comfort Letter 3/23/17,Environmental Restrictive Covenant,2176,,28-Apr-17,Excavation Notice Required; Ground Water Use Restriction; Restricted Excavation Area; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor); Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,80466621,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80466621
20795,200608127,Rallys,3801 N College Ave,Indianapolis,Marion County,State Cleanup,SCP 200608127,Environmental Restrictive Covenant,2177,,18-Apr-19,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Soil Gas (Vapor); Subsurface Soil,Chlorinated Compounds; SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,,
20835,13369,Circle K 2221,602 S Main St,Jonesboro,Grant County,UST,NFA,Environmental Restrictive Covenant,2179,,25-Jun-21,Engineering Control OM&M; Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83186461,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83186461
20882,14395,City of Whiting Police Station,1914 Schrage Ave,Whiting,Lake County,UST,UST,Environmental Restrictive Covenant,2180,,31-Aug-17,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,SVOCs - Semi Volatile Organic Compounds; VOCs - Volatile Organic Compounds,Entire Property,,80515501,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80515501
20909,16897,Handy Andy Food Store,863 S MAIN ST,Upland,Grant County,UST,LUST ERC 11/26/2013,Environmental Restrictive Covenant,2181,,26-Nov-13,Paved or Concrete Cap; Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Petroleum,Entire Property; Portion of Property,,69500710,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=69500710
20939,4201018,Farber Distribution Company Incorporated,1410 N Senate Ave,Indianapolis,Marion County,Brownfields,Comfort Letter 8/3/2021,Environmental Restrictive Covenant,2182,,24-Aug-21,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,83220199,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83220199
20955,8057,Friendly Foods 3,4825 W Oakbrook Dr,Indianapolis,Marion County,LUST,LUST 8057,Environmental Restrictive Covenant,2183,,23-Jul-20,Ground Water Use Restriction,,,Entire Property,,83014507,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83014507
20972,4180406,Holtsclaw Standard,750 W Main St,Bloomfield,Greene County,Brownfields,No Further Action 3/21/2022,Environmental Restrictive Covenant,2184,,04-Apr-22,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,83302506,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83302506
20983,199403512,Former Paul's Service Station,2202 N Delaware St,Indianapolis,Marion County,LUST,No Further Action 10/13/2017,Environmental Restrictive Covenant,2185,,13-Oct-17,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Petroleum,Entire Property,,80550361,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80550361
20985,7275,Former One Stop Shop,11140 E Washington St,Indianapolis,Marion County,UST,NFA,Environmental Restrictive Covenant,2186,,12-Mar-21,Engineering Control OM&M; Ground Water Use Restriction,Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83135472,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83135472
21031,4150406,Home Elevator Company,1142 Southeastern Ave,Indianapolis,Marion County,Brownfields,,Environmental Restrictive Covenant,2187,,29-Jul-20,Maintain Building Slab;  Paved or Concrete Cap;  Soil or Vegetative Cap; Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; Petroleum; VOCs - Volatile Organic Compounds,Entire Property; Portion of Property,,83275239,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83275239
21082,IND046107157,BROWN TRANSPORT CORPORATION,1103 S TIBBS AVE,Indianapolis,Marion County,Hazardous Waste,RCRA Closure,Environmental Restrictive Covenant,2189,,12-Jun-19,Agricultural or Food Crop; Ground Water Use Restriction; Prohibit Monitoring Interference; Residential Use Restriction; Restricted Excavation Area; Soil Handling and Disposal,Subsurface Soil,Metals,Entire Property; Portion of Property,,82792568,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82792568
21096,19585,Former Shell Retail Station,9510 E 126TH ST,Fishers,Hamilton County,LUST,LUST NFA 8/8/2019,Environmental Restrictive Covenant,2191,,12-Jul-19,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,82812597,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82812597
21131,22592,Thortons LLC,6880 W Washington St,Indianapolis,Marion County,UST,NFA,Environmental Restrictive Covenant,2193,,20-Aug-21,Engineering Control OM&M; Ground Water Use Restriction; Residential Use Restriction,Ground Water; Soil Gas (Vapor); Subsurface Soil,Chlorinated Compounds; Petroleum,Entire Property,,83209022,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83209022
21165,10653,Chicago Food Mart,4500 Broadway,Gary,Lake County,UST,NFA 12/21/21,Environmental Restrictive Covenant,2194,,28-Oct-21,Ground Water Use Restriction; Residential Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83238920,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83238920
21166,1658,Circle City Produce,4733 Massachusettes Ave,Indianapolis,Marion County,LUST,NFA 5/18/22,Environmental Restrictive Covenant,2195,,31-Jan-22,Ground Water Use Restriction; Other Restriction (Specify),Ground Water,Petroleum,Entire Property,,83279577,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83279577
21193,4140502,Coops Service Center,1015 Virginia Ave,Indianapolis,Marion County,Brownfields,BF Comfort Letter,Environmental Restrictive Covenant,2196,,02-Mar-20,Ground Water Use Restriction,Ground Water,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum,Entire Property,,82929412,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82929412
21194,11668,Hucks Food Store 309,915 S Main St,Dunkirk,Jay County,UST,LUST ERC 07/08/2014,Environmental Restrictive Covenant,2197,,08-Jul-14,Residential Use Restriction; Soil Handling and Disposal; Soil Restoration,Ground Water; Subsurface Soil; Surface Soil,Petroleum,Entire Property,,70254972,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=70254972
21223,22649,Former Shell SS 128936,2809 E 38th St,Indianapolis,Marion County,UST,LUST ERC 10/30/2017,Environmental Restrictive Covenant,2198,,30-Oct-17,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water; Soil Gas (Vapor),Petroleum; VOCs - Volatile Organic Compounds,Entire Property,,80569714,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80569714
21250,20072,Former Amoco Unit 311,301 E Main St,Gas City,Grant County,UST,LUST ERC 11/03/2017,Environmental Restrictive Covenant,2201,,03-Nov-17,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Petroleum,Entire Property,,80559396,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80559396
21326,4150105,Bobs Century Service,4200 Bluff Rd,Indianapolis,Marion County,Brownfields,NFA 9/30/2021,Environmental Restrictive Covenant,2204,,10-May-22,Excavation Notice Required; Ground Water Use Restriction,Ground Water; Surface Soil,Petroleum,Entire Property; Portion of Property,,83320008,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83320008
21465,201501508,Shadeland Shell,7602 N SHADELAND AVE,Indianapolis,Marion County,LUST,LUST ERC,Environmental Restrictive Covenant,2205,,18-Oct-18,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,82698305,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82698305
21480,4170312,Hedback Corporation,1835 N New Jersey St,Indianapolis,Marion County,Brownfields,Comfort Letter 4/25/2019,Environmental Restrictive Covenant,2206,,16-May-19,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,82778381,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82778381
21546,25216,Former Kocolene #144,3355 Moller Rd,Indianapolis,Marion County,UST,LUST NFA 3/8/17,Environmental Restrictive Covenant,2207,,11-Jan-17,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,80408528,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80408528
21581,4120606,Gary General Services,900 Madison St,Gary,Lake County,Brownfields,Brownfields NFA 06/19/2014,Environmental Restrictive Covenant,2208,,18-Apr-19,Ground Water Use Restriction; Residential Use Restriction,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; SVOCs - Semi Volatile Organic Compounds,Entire Property,,82765365,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82765365
21715,4160602,Woodruff Place Service Center,1844 E 10th St,Indianapolis,Marion County,Brownfields,BF Comfort Letter 12/21/16,Environmental Restrictive Covenant,2211,,29-Dec-16,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,80417537,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80417537
21754,4160112,AL Real Estate Holdings LLC,1050 E Washington St,Indianapolis,Marion County,Brownfields,BFD Comfort Letter 3/23/17,Environmental Restrictive Covenant,2212,,28-Apr-17,Excavation Notice Required; Ground Water Use Restriction; Restricted Excavation Area; Vapor Mitigation Contingency,Ground Water; Subsurface Soil; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,80466621,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80466621
21758,4200208,Indiana Bell Telephone,2817 E 55th Pl,Indianapolis,Marion County,Brownfields,BF 4200208,Environmental Restrictive Covenant,2213,,18-Aug-20,Ground Water Use Restriction,Ground Water,VOCs - Volatile Organic Compounds,Entire Property,,83044286,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83044286
21929,19144,Former E & E Plumbing,1534 N EMERSON AVE,Indianapolis,Marion County,UST,NFA - date to be deternmined,Environmental Restrictive Covenant,2214,,05-Oct-17,Ground Water Use Restriction; Residential Use Restriction,Ground Water,Petroleum,Entire Property,,80539081,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80539081
21933,19171,Gills Quick Mart Incorporated,3201 E 73rd Pl,Merrillville,Lake County,LUST,NFA 19171,Environmental Restrictive Covenant,6115,,31-Aug-23,Ground Water Use Restriction; Residential Use Restriction; Right of Way (ROW) Notification; Soil Handling and Disposal,Ground Water; Subsurface Soil,Petroleum,Entire Property,,83530002,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83530002
21983,20185,Indiana Lighting Center,3790 Lafayette Rd,Indianapolis,Marion County,LUST,LUST ERC,Environmental Restrictive Covenant,2215,,28-Oct-22,Ground Water Use Restriction; Vapor Mitigation Contingency,Ground Water,Petroleum,Entire Property,,83386518,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83386518
22029,164,Shell Oil Company,3755 E Raymond St,Indianapolis,Marion County,UST,,Environmental Restrictive Covenant,2216,,01-Dec-15,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,Petroleum,Entire Property,,80185933,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80185933
22105,4000032,RM Cherry Company,2431 E Washington St,Indianapolis,Marion County,Brownfields,BF,Environmental Restrictive Covenant,2218,,03-Dec-20,Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Soil Gas (Vapor),VOCs - Volatile Organic Compounds,Entire Property,,83085588,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83085588
22454,6470,Speedway 6676,3200 E 81st Ave,Merrillville,Lake County,UST,,Environmental Restrictive Covenant,2228,,07-Jan-13,Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal,Ground Water; Subsurface Soil,PAH - Polynuclear Aromatic Hydrocarbons; Petroleum; TPH - Total Petroleum Hydrocarbons,Entire Property,,68931109,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=68931109
22610,10576,Former BP Station #10053,1228 N BALDWIN AVE,Marion,Grant County,UST,NFA,Environmental Restrictive Covenant,2229,,21-Feb-18,Ground Water Use Restriction,Ground Water,Petroleum,Entire Property,,80625803,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80625803
22677,4000041,Colonial Bakery F,2400 N Winthrop Ave,Indianapolis,Marion County,Brownfields,Site Status Letter 12/8/21,Environmental Restrictive Covenant,2232,,08-Dec-21,Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83254951,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83254951
22677,4000041,Former Colonial Bakery Property,2400 N Winthrop Ave,Indianapolis,Marion County,Brownfields,Site Status Letter 12/8/21,Environmental Restrictive Covenant,2232,,08-Dec-21,Excavation Notice Required; Ground Water Use Restriction; Other Restriction (Specify),Ground Water; Surface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,83254951,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=83254951
22678,4000044,East Chicago Inland Steel Personnel,4900 Cline Ave Parcel 226-001,East Chicago,Lake County,Brownfields,Site Status Letter,Environmental Restrictive Covenant,2233,,04-Jan-19,Agricultural or Food Crop; Ground Water Use Restriction; Residential Use Restriction; Soil Handling and Disposal; Soil Restoration,Ground Water; Surface Soil,Metals; SVOCs - Semi Volatile Organic Compounds,Entire Property,,82697266,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82697266
22691,4010006,Titan Homes,1534 Central Ave,Indianapolis,Marion County,Brownfields,BF CL 03/06/2017,Environmental Restrictive Covenant,2234,,08-Feb-18,Ground Water Use Restriction,Ground Water,Metals; PAH - Polynuclear Aromatic Hydrocarbons; VOCs - Volatile Organic Compounds,Entire Property,,80623612,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=80623612
22695,4020015,Bulge,1100 E 25th St,Indianapolis,Marion County,Brownfields,Brownfields Comfort Letter,Environmental Restrictive Covenant,2235,,04-Nov-22,Other Restriction (Specify),Subsurface Soil,Metals; PAH - Polynuclear Aromatic Hydrocarbons; SVOCs - Semi Volatile Organic Compounds,Portion of Property,,82556535,https://ecm.idem.in.gov/cs/idcplg?IdcService=DOC_INFO_BY_NAME&coreContentOnly=1&dDocName=82556535
